人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
000879,"芥川 竜之介",003814,"かちかち山",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-13,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003772,"学校友だち",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-13,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000069,"河童",新字新仮名,"","もりみつじゅんじ","かとうかおり",公開,1999-01-24,"河童・或る阿呆の一生","旺文社文庫、旺文社","1984（昭和59）年重版",""
000879,"芥川 竜之介",045761,"河童",新字旧仮名,"","五十嵐仁","小林繁雄",公開,2010-05-29,"芥川龍之介全集　第十四巻","岩波書店","1996（平成8）年12月9日","1996（平成8）年12月9日"
000879,"芥川 竜之介",003802,"南瓜",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-13,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000068,"神神の微笑",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-19,"芥川龍之介全集4","ちくま文庫、筑摩書房","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",003766,"「仮面」の人々",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",043366,"鴨猟",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",002323,"軽井沢で",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",000029,"カルメン",新字新仮名,"","j.utiyama","田尻幹二",公開,1999-01-27,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷","1997（平成9）年4月15日第8刷"
000879,"芥川 竜之介",000070,"彼",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1999-03-01,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷",""
000879,"芥川 竜之介",000071,"彼　第二",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1999-03-01,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷",""
000879,"芥川 竜之介",000072,"枯野抄",新字旧仮名,"","j.utiyama","かとうかおり",公開,1998-06-04,"現代日本文學大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",043367,"彼の長所十八 ――南部修太郎氏の印象――",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",003809,"寒山拾得",新字旧仮名,"","土屋隆","浅原庸子",公開,2007-05-24,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷","1977（昭和52）年9月30日初版第10刷 "
000879,"芥川 竜之介",003747,"鑑定",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000077,"奇怪な再会",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-19,"芥川龍之介全集4","ちくま文庫、筑摩書房","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",002366,"機関車を見ながら",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-27,"芥川龍之介作品集　第四巻","昭和出版社","",""
000879,"芥川 竜之介",000076,"奇遇",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-19,"芥川龍之介全集4","ちくま文庫、筑摩書房","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷"
000879,"芥川 竜之介",043368,"「菊池寛全集」の序",新字新仮名,"","向井樹里","門田裕志",公開,2005-03-11,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000080,"煙管",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-11-11,"芥川龍之介全集1","ちくま文庫、筑摩書房","1995（平成7）年10月5日第13刷",""
000879,"芥川 竜之介",000081,"木曽義仲論",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-30,"現代日本文學大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",001137,"着物",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-06,"芥川龍之介全集　第九巻","岩波書店","1996（平成8）年7月8日発行",""
000879,"芥川 竜之介",002327,"凶",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",000093,"「鏡花全集」目録開口",新字旧仮名,"","山田豊","菅野朋子",公開,1999-05-26,"筑摩全集類聚版芥川龍之介全集第五巻","筑摩書房","",""
000879,"芥川 竜之介",003815,"教訓談",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",003803,"京都日記",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000079,"きりしとほろ上人伝",新字旧仮名,"","j.utiyama","かとうかおり",公開,1998-06-22,"現代日本文學大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000039,"疑惑",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-08,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷","1997（平成9）年4月15日第9刷"
000879,"芥川 竜之介",000078,"金将軍",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-08,"芥川龍之介全集5","ちくま文庫、筑摩書房","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷"
000879,"芥川 竜之介",002328,"鵠沼雑記",新字旧仮名,"","j.utiyama","j.utiyama",公開,1999-02-15,"芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷"
000879,"芥川 竜之介",003784,"孔雀",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",000091,"首が落ちた話",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-23,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",043369,"久保田万太郎氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",043370,"久米正雄 ――傚久米正雄文体――",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",043371,"久米正雄氏の事",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"現代日本のエッセイ 大川の水／追憶／本所両国　芥川竜之介","講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000092,"蜘蛛の糸",新字新仮名,"","野口英司、平山誠","もりみつじゅんじ",公開,1997-11-10,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）年7月15日第11刷",""
000879,"芥川 竜之介",004311,"クラリモンド",新字旧仮名,"芥川 竜之介","もりみつじゅんじ","土屋隆",公開,2009-01-21,"芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日　","1995（平成7）年11月8日"
000879,"芥川 竜之介",051865,"軍艦金剛航海記",旧字旧仮名,"","岡山勝美","noriko saito",公開,2010-10-19,"芥川龍之介全集　第一卷","岩波書店","1977（昭和52）年７月13日","1977（昭和52）年７月13日"
000879,"芥川 竜之介",004273,"芸術その他",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-05,"芥川龍之介全集　第五巻","岩波書店","1996（平成8）年3月8日発行",""
000879,"芥川 竜之介",000037,"戯作三昧",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-16,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",000038,"戯作三昧",新字新仮名,"","佐野良二","伊藤時也",公開,2000-04-15,"日本の文学　29　芥川龍之介","中央公論社","1964（昭和39）年10月5日初版","1973（昭和48）年7月30日42刷"
000879,"芥川 竜之介",000075,"袈裟と盛遠",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-12-23,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）7月15日第11刷","1996（平成8）7月15日第11刷"
000879,"芥川 竜之介",001131,"結婚難並びに恋愛難",新字旧仮名,"","もりみつじゅんじ","松永正敏",公開,2002-10-09,"芥川龍之介全集　第十二巻","岩波書店","1996（平成8）年10月8日発行",""
000879,"芥川 竜之介",001128,"「ケルトの薄明」より",新字旧仮名,"芥川 竜之介","もりみつじゅんじ","浅原庸子",公開,2004-12-25,"芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日"," "
000879,"芥川 竜之介",000036,"玄鶴山房",新字新仮名,"","j.utiyama","かとうかおり",公開,1998-10-14,"昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日初版第1刷",""
000879,"芥川 竜之介",003797,"講演軍記",新字旧仮名,"","土屋隆","松永正敏",公開,2007-07-16,"筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1979（昭和54）年4月10日初版第11刷",""
000879,"芥川 竜之介",043375,"剛才人と柔才人と",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-13,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000090,"好色",新字旧仮名,"","j.utiyama","かとうかおり",公開,1999-01-19,"現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日初版第1刷",""
000879,"芥川 竜之介",033202,"後世",新字旧仮名,"","大久保ゆう","小林繁雄",公開,2003-12-31,"芥川龍之介全集　第四巻","岩波書店","1996（平成8）年2月8日初版","1996（平成8）年2月8日初版"
000879,"芥川 竜之介",000089,"校正後に",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-01-12,"羅生門・鼻・芋粥","角川文庫、角川書店","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版"
000879,"芥川 竜之介",043376,"合理的、同時に多量の人間味 ――相互印象・菊池寛氏――",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-13,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000088,"黄粱夢",新字新仮名,"","野口英司、平山誠","もりみつじゅんじ",公開,1997-11-10,"芥川龍之介全集2","ちくま文庫、筑摩書房","1996（平成8）年7月15日第11刷",""
000879,"芥川 竜之介",000085,"黒衣聖母",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-12-28,"芥川龍之介全集3","ちくま文庫、筑摩書房","1996（平成8）年4月1日第8刷",""
000879,"芥川 竜之介",043373,"小杉未醒氏",新字新仮名,"","向井樹里","砂場清隆",公開,2007-03-07,"大川の水・追憶・本所両国　現代日本のエッセイ","講談社文芸文庫、講談社","1995（平成7）年1月10日第1刷","1995（平成7）年1月10日第1刷"
000879,"芥川 竜之介",000082,"古千屋",新字新仮名,"","j.utiyama","かとうかおり",公開,1999-02-03,"芥川龍之介全集6","ちくま文庫、筑摩書房","1993（平成5）年2月25日第6刷","1997（平成9）年4月15日第8刷"
